file,content,sentiment
Rassemblement National,"Degages marine ...sans Bayrou tu ne serais pas avec tes 500 parrainages....
.tu sers à rien ...tu as enlevé de ton programme le crédit ...la retraite à 60 ans....etc tu reviens sur tout adieu ....",0
Rassemblement National,"Vous avez peut-être eu vos 500 parrainages, mais vous n'aurez plus les voix des électeurs. Dommage !",0
Rassemblement National,Vous êtes la honte pour nous Français vous avez voté au parlement européen contre l'aide à l'Ukraine,0
Rassemblement National,"On ne vote pas pour battre quelqu'un mais pour défendre ses idées. Ce post, répété quotidiennement
, est indigne d'une campagne présidentielle.",0
Rassemblement National,Vous êtes tous mal placé,0
Rassemblement National,Faux bidon,0
Rassemblement National,"DÉGAGE DÉMENTE ADORATRICE DES AUTOCRATES MAFIEUX QUE SONT LES POUTINE, TRUMP, BOLSONARO, DONT TU RAFOLES !
JAMAIS VOUS NE SEREZ PRÉSIDENTE, JAMAIS ! VOUS POURREZ CONTINUER AINSI À VOUS OCCUPER DE VOS CHATS SANS AVOIR À LES CONFIER À VERSAILLES !
VIVE L’ÉVIDENCE, LA COHÉRENCE ET LA RAISON : VIVE LA RÉÉLECTION DE MACRON 2022 🇫🇷 🇪🇺, PLUS QUE JAMAIS !",0
Rassemblement National,Pile poil à côté de la plaque,0
Rassemblement National,"Bidon total, vous n'avez même pas été capables de voter contre le pass de la honte ... et on essaye de faire des promesses maintenant pour le peuple ??? Tartuffe !",0
Rassemblement National,CONTRE,0
Rassemblement National,Attention a ce que la chute ne soit pas trop forte en voulant donner trop aux 18 25 ans a 26 faudra payer et la quand t as pas paye pendant 7 ans c est dur,0
Rassemblement National,Il m'énerve celui là 🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮,0
Rassemblement National,"C'est çà la démocratie, l'égalité ?honte a ce système, plus besoin d'aller voter, les maires ont fait leur choix,faudra y penser aux prochaines municipales",0
Rassemblement National,"C'est anti démocratique !!! Même si je suis 100% contre un candidat il devrait avoir ses parrainages !!!

Honte aux Maires !!!! Vous êtes lamentables",0
Rassemblement National,Ce pays est une mafia... Ras le bol et c'est triste,0
Rassemblement National,"Une honte, ils leurs font peur, voilà le pourquoi.",0
Rassemblement National,Une preuve de plus du vol de notre démocratie !!!!!!!!!! Les dessous de Macron !!!!!!,0
Rassemblement National,A vomir ce systeme,0
Rassemblement National,NE RÊVE PAS § SA NE CHANGERA PAS . TOUT LES FOIS ON DIT LA MÊME CHOSE ///,0
Rassemblement National,Avec vous plus jamais j'espère que ça va réaliser compris FRANCAIS NE VOUS TROMPEZ PAS PLUS SE MEC QUI NOUS FAIS VOMIR🤮🤮🤮🤮🤮🤮🤮💩💩💩💩 il faud qu'ont dit vive la FRANCE sans macron notre belle FRANCE🇨🇵🇨🇵🇨🇵🇨🇵🇨🇵✌✌✌✌,0
Rassemblement National,Elle ment comme tous. 🤬,0
Rassemblement National,Me voilà enfin adhérant au parti de notre future présidente de la république ! #adhesion #RassemblementNational #MarineLePen #MarinePresidente https://t.co/qZ0Wfd3ZRp,1
Rassemblement National,TOUS POUR #rassemblementnational,1
Rassemblement National,"Merci à la Dynamique des militants du #RN 
de tout cœur avec vous .
Vive le #rassemblementnational https://t.co/HCWR632gAp",1
Rassemblement National,"Grâce à #MarinePresidente la #France retrouvera sa puissance et sa crédibilité, elle seule peut redonner ses lettres de noblesse à notre si beau pays #RassemblementNational #MarineLePen https://t.co/l0Ip7jZeaX",1
Rassemblement National,"《Marine sur le Frexit cela deviendra réalité quand elle sera présidente. Vive La France 🇨🇵.
Le Crédit vidéo - @LCI.》
#MarinePresidente #RN38 #TousAvecMarine #RassemblementNational https://t.co/djOWAfOCQz",1
Rassemblement National,"@presidentielle_2022_ Marine toujours au top. Vous devriez demander aux autres candidats, vu qu ils se présentent c est pour détrôner macron, alors pourquoi donner leur votes au 3 ème tour et appeler à voter pour lui. Soit on est contre soit on est neutre. Mais fzut arrêter de jouer les girouettes",1
Rassemblement National,Bravo il faut du courage et du sang froid devant c'est gauchos vive marine 🇨🇵🇨🇵🇨🇵🇨🇵,1
Rassemblement National,Bravo....Pas facile de s'expliquer dans un interview à charge....👏 je ne felicite pas ces deux journalistes,1
Rassemblement National,Bravo Mme Lepen de penser a votre pays en priorité👏👏👏🇨🇵🇨🇵🇨🇵🇨🇵,1
Rassemblement National,"Vous avez été superbe Marine 💙 malgré trois toutous qui ont essayé de vous déstabiliser,,, soutien à vous et à tous au RN 🤗💙🇫🇷",1
Rassemblement National,Bravo Marine,1
Rassemblement National,On vous soutiens ! #marine2022,1
Rassemblement National,😍vive marine,1
Rassemblement National,Bravo marine ❤️❤️❤️,1
Rassemblement National,Une lionne 🦁 face à un taureau ♉️ Madame Le Pen Présidente Ⓜ️🇫🇷,1
Rassemblement National,J’adore,1
Rassemblement National,Vous êtes très convainquant Madame !!!💖💙💙💙💙 Toujours pour vous !!!! Et derrière  vous !!!🇨🇵🇨🇵🇨🇵🇨🇵💖💙💙💙💙💙,1
Rassemblement National,"Je suis à votre écoute Marine Lepen, et je suis étonné qu'elle a  changé en vert l'élection 2017 ,elle est plus bien plus posée ,elle à de bon arguments de bon sujets un programme très ficelé et de sincérité, merci Marine Lepen..",1
Rassemblement National,Bravo Marine 👏très très parlé vous êtes noté futur présidente,1
Rassemblement National,"❤️❤️très très belle prestation de notre future présidente MARINE LE PEN que tous les français qui veulent le changement ailles voter même les abstentionnistes, MARINE doit être notre presidente le 24 avril 2022",1
Rassemblement National,Et en grande partie utopique.  Mais on sait que ce pauvre type de Le Maire a une carrière et un ego démesuré à gérer à défaut de convictions.  Bruno le renouveau de la primaire 2017 des Républicains s'est révélé quelques mois plus tard être Bruno le gigolo.,1
Rassemblement National,"Vous êtes excellente Mme Lepen, naturelle, sereine, franche et combative. Avec ce même charisme qui vous caractérise. Vous etes un modele de force.",1
Rassemblement National,"Elle a été Excellente, elle a fait fermer la bouche ( pour être polie ) à tous ces journaleux, qui dès le début voulaient la déstabiliser, un scandale ces têtes de C..., ils ne se disent pas les Français🇲🇫 nous regardent👀👁️👁️ et NOUS JUGENT🤮🤮🤮",1
Rassemblement National,👏bravo Marine vous avez été parfaite lors de cette interview,1
Rassemblement National,En route pour l Elysées🙌🙌🙌,1
Rassemblement National,"Youppi , super lacroote au chiotte  et Marine  présidente  V comme victoire",1
Rassemblement National,Braaaaaavo!,1
Rassemblement National,Allez !!! Vous y êtes presque!!! On croit en vous !❤️,1
Rassemblement National,Bravo 👏👏marine vous avez réussie toutes mes félicitations vous avez gagné,1
Rassemblement National,Maintenant il faut se serrer les coude s tous ensemble pour les élections  il faut virer Macron et prendre sa place et vous allez être présidente de la République  victoire ✌ pour Marine et vive Marine ❤❤🙏🙏🥰🥰💐🌺,1
Rassemblement National,Félicitations 🎊,1
Rassemblement National,VIVE MARINE ❤️🇫🇷,1
Rassemblement National,"Enfin,  maintenant il faut foncé. Bravo Marine.",1
Rassemblement National,🙌🙌🙌 super vive marine,1
Rassemblement National,Génial 👍 bravo,1
Rassemblement National,👏👏👏👏 🇨🇵🇨🇵🇨🇵🇨🇵🇨🇵 Trop content . !!! MARINE  il te reste a faire ton travail comme il faut pas te loupé cette fois-ci  courage !,1
Rassemblement National,Genial . Bravo,1
Rassemblement National,Ouf super,1
Rassemblement National,A notre tour marine présidente,1
Rassemblement National,Ouf!! Bravo!!,1
Rassemblement National,Enfin la bonne nouvelle 🇫🇷❤️,1
Rassemblement National,Félicitations 👏,1
Rassemblement National,Y’a plus qu’à 👍,1
Rassemblement National,Bravo,1
Rassemblement National,Vive Marine...et Vive la France 🇨🇵🇨🇵,1
Rassemblement National,C’est un soulagement !,1
Rassemblement National,Félicitations à Marine 👏,1
Rassemblement National,Franchement content 🙏🙏🙏 c'était l'une de mes préoccupations du moment félicitations ❤️🇨🇵🥖,1
Rassemblement National,"super cool je suis content pour elle Bravo """,1
Rassemblement National,Vive MARINE.👏👏❤️,1
Rassemblement National,🇨🇵🇨🇵🇨🇵🇨🇵🇨🇵👏👏👏👏 vive la France,1
Rassemblement National,Je suis très heureux et content merci beaucoup aux maires,1
Rassemblement National,Superbe bravo marine bonne maintenant c et a nous électeurs d être présent en monbre aux urnes alors tous pour marine en 2022,1
Rassemblement National,Bravoo,1
Rassemblement National,Bravo,1
Rassemblement National,Bravo. Marine présidente 🙌,1
Rassemblement National,Plus qu'une marche pour accéder au sommet du podium..,1
Rassemblement National,👏👏👏👏👏👏👏👏👏👏👏👏👏👏👏👏👏👏👏Trop contente !🇨🇵🇨🇵🇨🇵🇨🇵🇨🇵🇨🇵🇨🇵💙💙💙💙💙💙💙💙💖💖💖💖,1
Rassemblement National,Marine  le 24 avril est élu présidente de la république,1
Rassemblement National,Bravo vivre la France 🇨🇵,1
Rassemblement National,"Bravo , maintenant aux choses sérieuses , vers l'Elysée et virer Macron , sortir de l'OTAN , faire l'Europe des nations et puis lutter sérieusement contre l'islamisme et l'immigration clandestine , fonce Marine",1
Rassemblement National,👏 là c'est sûr je vais pouvoir aller voter 👍,1
Rassemblement National,"Félicitations Marine, c'est maintenant !👏👏👏👏",1
Rassemblement National,Bravo marine ❤️❤️❤️❤️❤️,1
Rassemblement National,Waouh super,1
Rassemblement National,Super contente pour vous Marine,1
Rassemblement National,Bravo Marine,1
Rassemblement National,Vive Marine le Pen présidente de la France 🇨🇵 🇨🇵 🇨🇵 🇨🇵 🇨🇵 🇨🇵 🇨🇵 🇨🇵,1
Rassemblement National,Super 👏👏👏😍😍,1
Rassemblement National,MARINE !!! MARINE !!! MARINE !!! Inscription Ok maintenant y’a plus qu’a 🤞🏼🤞🏼,1
Rassemblement National,Félicitations 👏👏👏 enfin une bonne nouvelle 🙌🏼,1
Rassemblement National,Super,1
Rassemblement National,Merci a vous messieurs les Maires de France,1
Rassemblement National,Bravo a vous 😍😍😍😍 je vote pour vous allez Marine vive la France,1
Rassemblement National,"❤️❤️❤️tout à fait mettons Marine présidente pour dégager cette crapule et ses sbires,  VIVE MARINE ET LE RN tous derrière elle pour cette grande victoire",1
Rassemblement National,"Forza @marine_lepen ! 🙌🏻👏🏻🇫🇷😀 Ensemble, faisons sortir Macron de l’Élysée au plus vite !",1
Rassemblement National,J espère bien ❤️👏😍,1
Rassemblement National,Qu il degage on en peut plus de lui allez marine ont doit gagné,1
Rassemblement National,MARINE PRESIDENTE!!!!!!!!@,1
Rassemblement National,🇨🇵🇨🇵🇨🇵 VIVE MARINE 🇨🇵🇨🇵🇨🇵,1
Rassemblement National,Marine2022,1
Rassemblement National,Vive marine,1
Rassemblement National,Marine présidente,1
Rassemblement National,J'espère que vous aurez le 500 signatures.  Je prie pour la démocratie. La vraie et espère VRAIMENT que vous allez pouvoir candidater.  Ne lâchez rien Marine. AVEC MARINE,1
Rassemblement National,"J'y étais , magnifique 👍👏🇲🇫✝️💙🤍❤️",1
Rassemblement National,Bravo je vote Marine,1
Rassemblement National,"J’y étais aussi elle était excellente, exceptionnelle et une ambiance chaleureuse, accueillante et magique !!!! JⓂ️la🇫🇷",1
Rassemblement National,A faire tourner en boucle merci et surtout ne vous trompez plus de bulletin de vote..VOTONS TOUS RN ET VIVE MARINE LEPEN PRÉSIDENTE VITE VITE VITE,1
Rassemblement National,JⓂ️laFrance🇫🇷💕💕💕avec Mme Marine Le Pen,1
Rassemblement National,VOTEZ MARINE AU URNES ET  POUR LES DEUX TOURS  ILS FAUT L AIDER ET LA SOUTENIR PIUR TOUS CE QU ELLE FAIT POUR NOUS EN CE MOMENT DONC MARINE PRÉSIDENTE DE LA RÉPUBLIQUE VIVE MARINE VIVE LA FRANCE AUX FRANCAIS,1
Rassemblement National,Je crois en vous,1
Rassemblement National,Marine présidente pour sauver la France c'est une femme courageuse et honnête bravo Marine.,1
Rassemblement National,A très vite marine ! 🤞🤞,1
Rassemblement National,C et claire moi fidèle à marine,1
Rassemblement National,Sa paraît tellement logique ❤️❤️❤️,1
Rassemblement National,"@orpheern_number7 tu vas à ses metting elle t'expliquera et tu en sera convaincu, n'est pas peur elle ne brasse pas du vent, MARINE a 1 programme qui tient la route",1
Rassemblement National,❤️❤️❤️❤️❤️elle a raison,1
Rassemblement National,Sa s et une vraie présidente,1
Rassemblement National,Marine .vite vite,1
Rassemblement National,Vive marine👏,1
Rassemblement National,👏❤️❤️👏 j'y crois vive Marine Le Pen présidente de la République Française 2022😉🥰,1
Rassemblement National,"Je souhaite bien que vous Madame Marine Le Pen que vous allez être là GRANDE FEMME PRÉSIDENTE DE LA GRANDE FRANCE !... votre objectif ce les jeunes la génération future!... oui je suis d'accord avec vous à ce point mais il faut que cette génération future ce réveil pour la vrai vie de travail et pas pour des chemins de perte et violence !...je vous demande de penser à toute les familles honnête que vive en difficulté !...je vous demande pour de penser à toute les personnes âgées ou jeunes que vivent seul en situation de handicap !...je vous demande un grande nettoyage de cette GRANDE FRANCE !...et surtout pensez au droits des femmes et il faut arrêter avec urgence la violence contre les femmes !...et aussi que les salariés et les droits des femmes passe à être obligé pareille aux salariés et aux droits des hommes !...il faut arrêter le chauvinisme !...je suis à côté de toutes les femmes que les droits passent à être pareil aux droits des hommes !... pourquoi je vous demande ça ?...pour là vrai raison que je souhaite du fond de mon coeur que vous serais là bienvenue et prochaine président de la France et vous été femme que irá je suis sûre que vous allez remplacer Mr Macron que est un homme et il y as un salaire d'un président !...vous comme femme et je répète que je souhaite du fond de mon coeur que vous allez être là prochaine Président de la GRANDE FRANCE vous allez avoir le droit de recevoir le même salaire que Mr Macron !...et là je vous demande de bien penser et voir au salariés homme et femme, pourquoi une femme fait le même travail que un homme et sont salaire et moins que le salaire d'un homme ???je suis sur que vous êtes la unique GRANDE FEMME CAPABLE DE CHANGER CETTE FRANCE !... MERCI MADAME MARINE LE PEN!...VIVE LA FRANCE ET SURTOUT VIVE LE RASSEMBLEMENT NATIONAL 🌹",1
Rassemblement National,On vous rêve Marine 😍,1
Rassemblement National,❤️❤️tous avec Marine,1
Rassemblement National,"@maks_btz parce que c'était le choix d'un petit inconnu qui a été fédérateurs.. 🤮🤮💩💩 aujourd'hui elle est enfin prête et tout en modération, vive marine🇫🇷🙏💖",1
Rassemblement National,J'aimerais bien un 2ème tour Madame lepen et Mr Zemmour pour tous leurs mettent bien profond à tous ces cons 👍🙏,1
Rassemblement National,"@cri.sroc je peux te donner des leçons ""très"" particulières si tu veux 😉😘",1
Rassemblement National,"Je l'espère ,car il faut sauver la France",1
Rassemblement National,je souhaite vivement que madame le Pen Marine réussisse et passe au premier tour pour que tout ces vautours et macron dégage,1
Rassemblement National,Vive MARINE ET VITE,1
Rassemblement National,Marine si elle se défend.  Elle peut battre macron..,1
Rassemblement National,VIVE Marine ❤️❤️❤️ VIVE La France 🇫🇷🇫🇷🇫🇷🇫🇷,1
Rassemblement National,Allez Marine!!!,1
Rassemblement National,Vive Marine notre futur présidente,1
Rassemblement National,J’aime mais il faut compter aussi avec Éric Zemmour,1
Rassemblement National,Vive marine lepen presidente 2022 pour cinq ans,1
Rassemblement National,Vive Marine ✌️✌️✌️✌️✌️✌️,1
Rassemblement National,Vive marine 😍,1
Rassemblement National,Continuons ! On va gagner. 🔥🙌❤️,1
Rassemblement National,Oui j'espère cette fois ci marine 👏,1
Rassemblement National,Marine présidente de la République de France,1
Rassemblement National,Oui la SEULE @ET UNIQUE VOUS AVEZ. RAISON 🙏🙏🙏✝️🍀🇫🇷🍀,1
Rassemblement National,Je fais confiance a Marine,1
Rassemblement National,Rejoindre le bus marine vive la 🇫🇷🤷‍♀️👍❤️‍🩹❤️‍🩹❤️‍🩹❤️‍🩹👩‍🌾22/27👑,1
Rassemblement National,Énorme soutien🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥,1
Rassemblement National,Avec Marine 👏👏👏👏👏👏🔥🔥🔥,1
Rassemblement National,Marine est notre presidente dans nos cœurs 🧡 et bientôt Présidente de la République Française 💙🤍❤️,1
Rassemblement National,❤️👏Marine présidente de la République vive Marine et vive ma france,1
Rassemblement National,@marine_lepen @rassemblementnational_fr fait une superbe campagne 👏👏👏,1
Rassemblement National,❤️ vive marine,1
Rassemblement National,Vive Marine le Pen présidente,1
Rassemblement National,La patronne ♥️,1
Rassemblement National,Elle resplendissante Marine,1
Rassemblement National,La patronne je vous adore,1
Rassemblement National,"Pétillante Marine, 🥂🇨🇵",1
Rassemblement National,Allez Marine bon courage c’est la dernière ligne droite bientôt présidente,1
Rassemblement National,Vive vive Marine Le Pen Rassemblement Nationale sauver la France et Europe ❤️,1
Rassemblement National,👏👏👏grande Marine Lépine..forza .👍💪💪,1
Rassemblement National,Respect ❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️,1
Rassemblement National,La patronne ❤️❤️❤️❤️😍😍😍,1
Rassemblement National,Il faudrait qu’au deuxième tour marine et Éric soit présents au moins ce serait la garantie d’une France apaisée,1
Rassemblement National,Madame Le Pen toujours aimable 😙,1
Rassemblement National,Bel accueil et vive le RN !! 😍❤️,1
Rassemblement National,Marine ❤️ 🇫🇷 🙏,1
Rassemblement National,Zemmour vs marine au second tour le bonheur 🇨🇵,1
Rassemblement National,Sans lui et sans les autres Marine 2022 🇫🇷,1
Rassemblement National,"Faut pas croire tout ce qui se raconte sur les réseaux sociaux ! Moi personnellement je vote Marine j'ai de ma vie changer de veste, je crois en toi Marine ma future présidente ❤",1
Rassemblement National,avec @marine_lepen,1
Rassemblement National,Surtout sans lui vive marine lepen,1
Rassemblement National,J'y étais... c'était génial et émouvant j'ai eu mon selfie avec Marine 😢😢😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍,1
Rassemblement National,"❤️❤️ très beaux discours de MARINE et de toute son équipe, j''y étais j'ai adoré vive MARINE on est chez nous ont va gagné 👏👏👏👏",1
Rassemblement National,Allez Marine 👏,1
Rassemblement National,Wouaaaa bravoooo c'est maaagnifique ... ❤️👏😍,1
Rassemblement National,Super meeting ! Merci 💙🤍❤,1
Rassemblement National,Il faut que marine gagne la présidentielle car il faut que cela change pour de bon 👏👏👏,1
Rassemblement National,@monsieur_tan_guy tu peux essayer de te rassurer comme tu peux... Il n aura jamais les fidèles que Marine a,1
Rassemblement National,Bravo Marine j étais au 5 ème rang avec ma fille vive Marine et vive la France et Marine Présidente de la République Française,1
Rassemblement National,La Reine ❤️❤️❤️,1
Rassemblement National,"J'ai bien écouté en tout cas le discour, c'était vraiment bien parlé et ce que je trouve impressionnant chez Marine, c'est qu'elle y a mis beaucoup d'émotions comme elle le fait habituellement.

Toutes mes félicitations Marine et bonne chance!",1
Rassemblement National,Bravo Marine on est à tes côtés,1
Rassemblement National,Bravo,1
Rassemblement National,"Quelle ambiance, quelle soirée ! 🔥 Merci Marine 🇫🇷💙🤍❤",1
Rassemblement National,MARINE !!! TU ME CONVAINS  DE PLUS EN PLUS ! ALLEZ MARINE LE  PEN !!💙💙💙💙🇨🇵🇨🇵🇨🇵🇨🇵🇨🇵👏👏👏,1
Rassemblement National,Totalement  d'accord !!💙💙💙🇨🇵🇨🇵🇨🇵,1
Rassemblement National,Bravo Marine bien parler ❤️❤️❤️,1
Rassemblement National,MARINE '' PRÉSIDENTE '' !!,1
Rassemblement National,Marine Le Pen presidente del Francese 2022.,1
Rassemblement National,Marine Le Pen president of France 2022,1
Rassemblement National,Bravo Marine on va gagner,1
Rassemblement National,C'était super Marine Présidente 👏😍,1
Rassemblement National,❤️🙌👏😍on.  Va.  Gagné.  Vive.  Le.  Rn.  Bravo.  Fab,1
Rassemblement National,Bon chance Mme la présidente 🔥,1
Rassemblement National,J étais dans la foule avec ma fille et c était super de vous voir Marine vous serez présidente de la République Française vive Marine vive la france,1
Rassemblement National,👍👍bientôt marine lepen présidente,1
Rassemblement National,🇨🇵 RN 🇨🇵 🙏🏻🍀,1
Rassemblement National,"Vivement le changement, bravo",1
Rassemblement National,Soutient,1
Rassemblement National,Marine présidente,1
Rassemblement National,Je te soutiens de loin marine ❤️👏😍,1
Rassemblement National,Vive marine 😊🇫🇷,1
Rassemblement National,Dommage que je ne peux pas participé 😍,1
Rassemblement National,Marine présidente !!,1
Rassemblement National,"Mme le Pen sachez que vous êtes le dernier espoir pour la France, tout mon soutien en espérant que vous allez tout déchirez dégager moi les 2 dictateurs de Pecresse et le Macron qui emmerde les Français. Que les Français vous donne une chance d'être Présidente des Français et qu'il ne fasse pas d'erreurs.💪🙏",1
Rassemblement National,Bonjour une époque je vous haissez aujourd'hui je vous soutiens et je vous ai compris Bonne jjournée 🙏,1
Rassemblement National,Soyez zen dans le discours que de la réalité et pas de faux espoirs on vs soutiens,1
Rassemblement National,🇵🇹 avec Marine. Bienvenue à Reims 🇫🇷,1
Rassemblement National,dans tt les cas marine=avenir,1
Rassemblement National,vous faites du très bon travail👏,1
Rassemblement National,"Ils sont trop beaux gosses au rassemblement national 😍, surtout Jordan Bardella et Aleksandar Nikolic, elle est bien entourée Marine 🥰",1
Rassemblement National,Génial❤️❤️❤️❤️❤️❤️❤️❤️,1
Rassemblement National,💙💙💙💙🇨🇵🇨🇵🇨🇵🇨🇵🇨🇵🇨🇵 Allez Marine Le Pen ! Avec vous !!!,1
Rassemblement National,"Comme le preconise Tsahal, un visage pour un oeil, une machoire pour une dent, a l encontre de tous les adversaires du RN..",1
Rassemblement National,Vous voir sourire fait tellement de bien ! ❤️,1
Rassemblement National,Tu parles avec son discours adouci ça m'étonnerait !!,1
Rassemblement National,Vivement marine lepen la seule qui est crédible !!!,1
Rassemblement National,a bon entendeurs saluts !,1
Rassemblement National,Vous êtes très sexy mademoiselle,1
Rassemblement National,Marine ne lâchez rien. Ils veulent et font tout pour vous déstabiliser. Ils ont peur de vous.  Laissez ceux qui veulent partir partir.  Gardez vos idées.  Moi et tous vos fans comptons sur vous. L'avenir de la France c'est vous.,1
Rassemblement National,De tout cœur avec vous et dehors les traites,1
Rassemblement National,Vive vive Marine Le Pen Rassemblement Nationale sauver la France et Europe ❤️,1
Rassemblement National,Marine présidente,1
Rassemblement National,Bravo,1
Rassemblement National,Vive MARINE PRÉSIDENTE 2022 SVPPPP...❤️❤️❤️❤️❤️🇨🇵🇨🇵🇨🇵🇨🇵🇨🇵🇨🇵🇨🇵❤❤❤,1
Rassemblement National,"Ça  c'est  du concret, et non les promesses débiles de Zemmour,  Il vole le programme de Marine",1
Rassemblement National,Marine présidente,1
Rassemblement National,"Mais les français s'en contre fou du premier ministre de la Hongrie ce que veulent les français c"" une Marine le Pen qui s'occupe plus tôt des Français point barre .",1
Rassemblement National,Elle est bien Marine Le Pen.,1
Rassemblement National,Il n'y a rien de pire que la trahison de tout cœur avec vous,1
Rassemblement National,Merci beaucoup Marie le Pen,1
Rassemblement National,Marine vous allez gagner cette année,1
Rassemblement National,Tous ensembles derrière marine pour la victoire vive Marine présidente 🇫🇷🇫🇷🇫🇷🇫🇷🇫🇷🇫🇷,1
Rassemblement National,Au top,1
Rassemblement National,Bravo Marine notre future présidente 👍👏🇲🇫🇲🇫🇲🇫🇲🇫🇲🇫🇲🇫🇲🇫🇲🇫✌️,1
Rassemblement National,L'île de la RÉUNION et avec vous Marine bravo.,1
Rassemblement National,trop genial,1
Rassemblement National,A votre victoire 👏👏🇫🇷🇫🇷,1
Rassemblement National,Marine présidente 🇫🇷,1
Rassemblement National,"Bravo marine , à la victoire 🇨🇵🇨🇵🙏🙏",1
Rassemblement National,Bravo Marine pour les 500parrainage j'espère que cette fois sera la bonne,1
Rassemblement National,Bravo Marine,1
Rassemblement National,Vive Marine 🇫🇷✊🏻,1
Rassemblement National,Bravo Marine dernière ligne droite. Marine président.,1
Rassemblement National,Rendez-vous les dimanches 10 et 24 Avril prochain pour la victoire ✌️ 🙏🙏,1
Rassemblement National,BRAVOOOOOO !! enfin ! je vais pouvoir voter tranquillement maintenant que je suis sûre qu'elle est là !!! BRAAAAAVVOOOOO !,1
Rassemblement National,Félicitations a vous,1
Rassemblement National,BRAVO MARINE ON VOUS AIME !!!!!!!,1
Rassemblement National,Quelle victoire ?,1
Rassemblement National,Bravo 👏,1
Rassemblement National,C'est bien... mais faut gagner maintenant !,1
Rassemblement National,A la victoire 🥂🇫🇷,1
Rassemblement National,Bravo marine à la victoire 🇫🇷🇫🇷🙏🙏,1
